"playerID","yearsActiveBatting","GBatting","AB","R","H","2B","3B","HR","RBI","SO","yearsActiveFielding","GFielding","PO","A","E","DP","PB","SB","CS","yearsActivePitching","W","L","GPitching","SHO","SV","IPOuts","HA","ER","HRA","BB","SOF","BFP","debut","inducted"
"appieke01","16","421","83","4","8","0","0","0","4","39","16","421","202","228","12","25","0","0","0","16","169","139","421","12","0","7882","2459","1097","238","951","2017","11103","1989-06-04","N"
"bahnsst01","16","576","479","22","56","8","2","1","19","225","16","575","154","415","35","26","0","0","0","16","146","149","575","16","20","7591","2441","1013","223","925","1360","10706","1966-09-09","N"
"bailobo01","11","957","2938","339","775","107","23","9","222","164","11","1423","2383","1254","91","222","0","0","0","1","0","0","3","0","0","7","4","2","0","1","0","12","1975-09-06","N"
"bandosa01","16","2063","7219","1003","1829","298","39","247","1052","955","16","1977","1828","3831","234","371","0","0","0","1","0","0","1","0","0","9","3","2","0","0","0","13","1966-09-03","N"
"barbest01","15","466","563","24","65","5","2","5","27","320","15","466","106","372","38","31","0","0","0","15","121","106","466","21","13","5997","1818","747","125","950","1309","8591","1960-04-21","N"
"barnero01","9","499","2392","698","859","144","44","6","350","65","9","505","1303","1662","455","201","0","0","0","1","0","0","1","0","0","4","7","3","0","0","0","13","1871-05-05","N"
"barrji01","12","482","514","28","83","15","2","1","31","129","12","455","148","388","26","22","0","1","0","12","101","112","455","20","12","6199","2173","817","162","469","743","8618","1971-07-31","N"
"battijo01","10","480","1953","228","439","51","25","3","143","36","10","490","908","1253","367","88","0","0","0","2","0","0","3","0","0","23","12","3","0","2","1","16","1871-08-11","N"
"becklja01","20","2386","9526","1600","2930","473","243","86","1575","270","20","2385","23721","1318","482","1326","0","0","0","1","0","1","1","0","0","12","9","3","0","1","2","0","1888-06-20","N"
"becklja01","20","2386","9526","1600","2930","473","243","86","1575","270","20","2385","23721","1318","482","1326","0","0","0","1","0","1","1","0","0","12","9","3","0","1","2","0","1888-06-20","N"
"becklja01","20","2386","9526","1600","2930","473","243","86","1575","270","20","2385","23721","1318","482","1326","0","0","0","1","0","1","1","0","0","12","9","3","0","1","2","0","1888-06-20","Y"
"beckro01","13","710","19","0","4","0","0","0","1","10","13","710","40","96","4","7","0","0","0","13","38","46","710","0","286","2321","713","287","100","193","649","3198","1991-05-06","N"
"bedrost01","14","745","153","3","15","0","0","0","2","58","14","745","64","123","10","11","0","0","0","14","76","79","745","0","187","3608","1039","452","114","525","931","5099","1981-08-14","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","N"
"bendech01","16","517","1179","103","246","40","10","6","118","52","16","482","240","834","59","30","0","6","12","16","218","131","469","41","34","9306","2710","846","41","733","1770","10455","1903-04-20","Y"
"benitar01","15","790","8","0","0","0","0","0","2","4","15","790","31","43","7","1","0","0","0","15","43","49","790","0","293","2428","570","283","102","422","982","3388","1994-07-28","N"
"bentola01","13","462","738","54","122","12","2","2","42","181","13","455","93","469","22","33","0","0","0","13","127","128","455","13","22","6891","2559","1029","109","691","670","9864","1923-04-19","N"
"bibbyji01","12","344","213","15","31","6","0","5","17","89","12","343","89","217","20","16","0","0","0","12","111","101","343","19","8","5220","1579","723","132","729","1094","7379","1972-09-04","N"
"billija01","13","486","571","21","62","8","0","0","23","212","13","486","136","349","17","22","0","0","0","13","147","114","486","27","16","6818","2300","958","176","765","1173","9656","1968-04-11","N"
"blackew01","10","238","444","31","77","12","1","1","22","73","10","237","46","312","19","20","0","1","0","10","82","78","237","15","10","3978","1154","488","68","565","843","5598","1942-04-21","N"
"blackew01","10","238","444","31","77","12","1","1","22","73","10","237","46","312","19","20","0","1","0","10","82","78","237","15","10","3978","1154","488","68","565","843","5598","1942-04-21","N"
"blackew01","10","238","444","31","77","12","1","1","22","73","10","237","46","312","19","20","0","1","0","10","82","78","237","15","10","3978","1154","488","68","565","843","5598","1942-04-21","N"
"blassst01","10","301","560","42","94","7","3","1","37","145","10","290","141","259","16","19","0","0","0","10","106","77","288","16","2","4914","1591","658","135","609","925","6947","1964-05-10","N"
"bluevi01","17","525","525","37","53","9","0","4","15","283","17","519","130","435","19","21","0","0","1","17","210","166","519","38","4","10224","2994","1244","269","1208","2222","14107","1969-07-20","N"
"bluevi01","17","525","525","37","53","9","0","4","15","283","17","519","130","435","19","21","0","0","1","17","210","166","519","38","4","10224","2994","1244","269","1208","2222","14107","1969-07-20","N"
"bluevi01","17","525","525","37","53","9","0","4","15","283","17","519","130","435","19","21","0","0","1","17","210","166","519","38","4","10224","2994","1244","269","1208","2222","14107","1969-07-20","N"
"bluevi01","17","525","525","37","53","9","0","4","15","283","17","519","130","435","19","21","0","0","1","17","210","166","519","38","4","10224","2994","1244","269","1208","2222","14107","1969-07-20","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","N"
"blylebe01","22","707","458","20","60","7","0","0","25","195","22","700","289","666","30","49","0","0","0","22","292","251","700","60","0","15052","4675","1843","435","1330","3737","20684","1970-06-05","Y"
"boddimi01","14","351","3","2","0","0","0","0","1","1","14","346","246","371","33","37","0","0","0","14","136","118","346","17","3","6457","2104","905","191","728","1359","9115","1980-10-04","N"
"boggswa01","18","2479","9334","1528","3052","587","62","120","1030","765","18","2324","2147","4369","234","481","0","0","0","2","0","0","2","0","0","7","3","1","0","1","2","11","1982-04-10","Y"
"bolinbo01","13","498","423","39","69","9","1","6","35","166","13","497","87","190","15","6","0","0","0","13","88","75","497","10","50","4736","1368","598","164","599","1177","6685","1961-04-18","N"
"bondto01","10","488","1975","213","471","53","11","0","174","63","10","520","336","928","138","32","0","0","0","10","234","163","417","42","0","10886","3767","932","51","198","879","10599","1874-05-05","N"
"bonilbo01","16","2159","7362","1101","2042","413","61","292","1192","1231","16","2927","4538","1966","270","260","0","0","0","1","0","0","1","0","0","3","3","2","1","1","0","6","1986-04-09","N"
"boutoji01","10","310","356","8","36","3","0","0","22","164","10","307","117","179","15","13","0","0","0","10","64","64","307","11","6","3789","1150","496","127","445","731","5300","1962-04-22","N"
"bradlbi01","14","1461","5430","754","1471","275","84","33","552","18","13","1447","1985","3062","355","197","0","0","0","1","0","0","1","0","0","3","4","0","0","0","0","0","1899-08-26","N"
"bradlbi01","14","1461","5430","754","1471","275","84","33","552","18","13","1447","1985","3062","355","197","0","0","0","1","0","0","1","0","0","3","4","0","0","0","0","0","1899-08-26","N"
"bradlbi01","14","1461","5430","754","1471","275","84","33","552","18","13","1447","1985","3062","355","197","0","0","0","1","0","0","1","0","0","3","4","0","0","0","0","0","1899-08-26","N"
"bradlbi01","14","1461","5430","754","1471","275","84","33","552","18","13","1447","1985","3062","355","197","0","0","0","1","0","0","1","0","0","3","4","0","0","0","0","0","1899-08-26","N"
"bradlbi01","14","1461","5430","754","1471","275","84","33","552","18","13","1447","1985","3062","355","197","0","0","0","1","0","0","1","0","0","3","4","0","0","0","0","0","1899-08-26","N"
"bradlbi01","14","1461","5430","754","1471","275","84","33","552","18","13","1447","1985","3062","355","197","0","0","0","1","0","0","1","0","0","3","4","0","0","0","0","0","1899-08-26","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"brechha01","12","328","685","50","130","13","5","2","45","123","12","325","79","383","8","23","0","1","0","12","137","93","325","26","18","5821","1759","621","117","548","919","7950","1940-04-22","N"
"breitte01","11","447","1347","174","291","27","15","4","126","102","11","444","328","697","68","25","0","0","0","11","160","170","379","12","3","8893","3091","1330","79","1203","889","0","1891-04-28","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","N"
"bresnro01","17","1451","4497","685","1257","220","71","26","531","99","17","1380","5165","1424","242","139","129","2","2","3","4","1","9","1","0","151","68","22","1","15","15","16","1897-08-27","Y"
"breweji01","17","589","140","2","21","2","0","0","9","52","17","587","30","150","10","10","0","1","0","17","69","65","587","1","132","3132","901","356","92","360","813","4311","1960-07-17","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"bridgto01","16","431","1021","84","183","27","8","0","73","279","16","431","145","477","24","24","0","1","2","16","198","139","431","33","10","8617","2727","1140","183","1201","1701","12362","1930-08-13","N"
"brilene01","14","458","480","29","73","9","2","3","30","177","14","458","132","271","14","17","0","1","0","14","131","113","458","18","22","6447","2169","818","190","555","1179","9001","1965-04-19","N"
"broutda01","19","1674","6714","1523","2298","460","205","106","1296","238","19","1674","16422","667","531","891","0","0","0","2","0","2","4","0","0","69","44","20","0","11","8","127","1879-06-23","N"
"broutda01","19","1674","6714","1523","2298","460","205","106","1296","238","19","1674","16422","667","531","891","0","0","0","2","0","2","4","0","0","69","44","20","0","11","8","127","1879-06-23","Y"
"brownke01","19","504","515","21","67","10","0","2","29","196","19","500","396","573","49","38","0","0","0","19","216","149","500","18","0","10014","3155","1223","216","932","2468","13882","1986-09-30","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","N"
"brownmo01","14","502","1163","93","237","20","11","2","74","82","14","494","175","871","38","44","0","12","5","14","244","134","490","58","49","9690","2758","744","43","686","1410","12878","1903-04-19","Y"
"brownto05","12","327","624","42","95","14","1","2","32","201","12","305","79","246","20","21","0","0","0","12","125","91","305","12","0","5814","1946","848","239","519","1007","8138","1984-09-09","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","N"
"bunniji01","17","601","1275","82","213","21","4","7","75","362","17","591","206","372","23","20","0","0","0","17","224","184","591","40","16","11281","3433","1366","372","1000","2855","15618","1955-07-20","Y"
"burdele01","18","672","1028","102","186","27","4","13","78","276","18","632","247","633","27","55","0","1","2","18","207","146","632","35","31","9350","3229","1262","295","636","1099","12942","1950-09-26","N"
"burdele01","18","672","1028","102","186","27","4","13","78","276","18","632","247","633","27","55","0","1","2","18","207","146","632","35","31","9350","3229","1262","295","636","1099","12942","1950-09-26","N"
"burdele01","18","672","1028","102","186","27","4","13","78","276","18","632","247","633","27","55","0","1","2","18","207","146","632","35","31","9350","3229","1262","295","636","1099","12942","1950-09-26","N"
"burdele01","18","672","1028","102","186","27","4","13","78","276","18","632","247","633","27","55","0","1","2","18","207","146","632","35","31","9350","3229","1262","295","636","1099","12942","1950-09-26","N"
